id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
47ohYW8e7dxCYn9qbUMBCI,un x100to,"Grupo Frontera, Bad Bunny",325,759,8,-7.146,1,53,395,362,773,0.36,126.627,4
3bH2Eu9A9ymI4UnGHRmoXg,Christmas (Baby Please Come Home),Darlene Love,594,935,0,-2.018,1,357,243,2.36e-06,102,602,113.99,4
6wsqVwoiVH2kde4k4KKAFU,Merry Christmas,"Ed Sheeran, Elton John",927,619,5,-4.441,0,539,186,0.0,104,817,117.995,4
2kz1YOhJiNubjigR1gB1VX,I KNOW ?,Travis Scott,845,795,9,-3.502,0,681,343,1.78e-05,224,681,94.969,4
7yIIeKUxTpn36X6CFJhgEi,DILUVIO,Rauw Alejandro,795,678,11,-7.905,0,586,398,0.35,72,788,101.032,4
5KD6AEm19QnMbfWpfoOHMl,Reggaeton Champagne,"Bellakath, Dani Flow",793,512,0,-9.319,1,338,186,3.81e-05,889,662,109.994,4
3Ua0m0YmEjrMi9XErKcNiR,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,629,733,7,-5.445,1,419,25,0.0,357,362,120.001,4
68Dni7IE4VyPkTOH9mRWHr,Like Crazy,Jimin,0.69,521,10,-8.492,0,339,324,0.0,534,494,100.028,4
1xK59OXxi2TAAAbmZK0kBL,No Role Modelz,J. Cole,571,544,6,-10.613,1,299,453,805,322,216,132.052,4
2TJKY0WSFufZOzbRNgl6zE,Romantic Homicide,d4vd,793,476,5,-10.515,0,406,132,0.0,115,578,129.992,4
7omJfT9s6V2IpQNBYyq5C8,ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",494,849,0,-6.438,0,343,748,152,791,512,181.428,5
5g7sDjBhZ4I3gcFIpkrLuI,MY HOUSE,Beyoncé,728,697,5,-4.125,1,456,556,0.0,282,0.87,143.986,4
3cDyocF0Ibdfs1SFQk5cLZ,Locked out of Heaven,Bruno Mars,822,711,6,-4.943,1,668,179,1.46e-05,83,934,102.984,4
1v7L65Lzy0j0vdpRjJewt1,Lollipop,Darell,686,735,2,-4.616,1,264,921,66,342,596,171.355,4
4HEOgBHRCExyYVeTyrXsnL,Lose Yourself,Eminem,512,339,8,-13.119,1,498,727,0.0,977,951,174.609,4
3FvTHuefYV6TxE3Kseqno8,Jingle Bells - Remastered 1999,Frank Sinatra,739,579,7,-8.361,0,509,622,0.0,454,694,130.002,3
7aqfrAY2p9BUSiupwk3svU,LOU LOU,"Gabito Ballesteros, Natanael Cano",0.47,0.64,2,-7.779,1,0.32,277,0.0,382,248,163.92,4
1mea3bSkSGXuIRvnydlB5b,First Person Shooter (feat. J. Cole),"Drake, J. Cole",486,617,5,-7.115,0,287,954,3.23e-06,109,417,138.015,4
3hUxzQpSfdDqwM3ZTFQY0K,Viva La Vida,Coldplay,532,623,5,-9.208,1,331,538,7.28e-05,925,403,89.937,4
0JmnkIqdlnUzPaf8sqBRs3,august,Taylor Swift,642,706,7,-6.872,0,52,518,0.0,0.25,896,136.851,4
3QiAAp20rPC3dcAtKtMaqQ,Moonlight,Kali Uchis,465,0.27,4,-16.661,1,425,0.9,104,145,0.58,94.518,4
5gDWsRxpJ2lZAffh5p7K0w,Blue Christmas,Elvis Presley,715,0.47,5,-12.638,0,772,353,923,104,426,89.965,4
3yHyiUDJdz02FZ6jfUbsmY,Stargirl Interlude,"The Weeknd, Lana Del Rey",273,405,0,-5.81,1,298,735,0.0,189,534,89.48,3
6WzRpISELf3YglGAh7TXcG,"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",855,678,1,-6.276,1,189,569,3.69e-05,412,852,99.029,4
2FDTHlrBguDzQkp7PVj16Q,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",916,583,1,-8.067,1,241,186,0.0,798,661,141.095,4
1u8c2t2Cy7UBoG4ArRcF5g,Sprinter,"Dave, Central Cee",0.76,703,5,-5.412,1,54,103,0.0,913,0.57,95.997,4
6dBUzqjtbnIa1TwYbyw5CM,Blank Space,Taylor Swift,559,871,5,-5.338,0,397,7.53e-06,545,96,572,104.97,4
0YxKKO272sacGBJKjf6FnB,Lovers Rock,TV Girl,515,475,0,-9.661,1,351,782,0.0,164,674,81.835,4
505v13epFXodT9fVAJ6h8k,Saari Duniya Jalaa Denge,"Jaani, B Praak",0.92,696,6,-3.356,0,742,183,0.0,149,545,106.966,4
1R0a2iXumgCiFb7HEZ7gUE,AMARGURA,KAROL G,615,534,9,-6.719,0,386,106,1.76e-05,607,193,135.917,4
086myS9r57YsLbJpU0TgK9,Don’t Blame Me,Taylor Swift,691,631,2,-6.478,1,368,483,1.13e-05,104,0.8,92.004,4
0ll8uFnc0nANY35E0Lfxvg,Why'd You Only Call Me When You're High?,Arctic Monkeys,453,655,9,-4.22,1,259,794,7.61e-06,849,368,172.012,4
0yc6Gst2xkRu0eMLeRMGCX,Somewhere Only We Know,Keane,0.37,467,5,-9.013,1,273,205,572,109,182,94.485,4
3azJifCSqg9fRij2yKIbWz,Apocalypse,Cigarettes After Sex,645,534,6,-10.8,0,479,157,0.0,863,463,105.02,4
1FEiijYPJtyswChfcpv3p0,The Color Violet,Tory Lanez,568,646,1,-6.793,0,332,464,0.0,121,211,111.945,4
6RcAHyC5sAUIbPTkhOQwd8,Summertime Sadness,Lana Del Rey,728,589,7,-7.115,1,376,424,7.78e-06,166,767,77.475,4
4EWCNWgDS8707fNSZ1oaA5,Y LLORO,Junior H,0.79,647,10,-5.983,0,136,515,0.0,248,654,87.999,4
4fYte8ZvTK14NEhAOZocBi,Heartless,Kanye West,697,802,0,-6.412,1,456,988,3.55e-05,614,822,139.951,4
6dgUya35uo964z7GZXM07g,I Ain't Worried,OneRepublic,0.74,697,8,-4.912,1,34,268,0.0,224,732,138.992,4
7K3BhSpAxZBznislvUMVtn,Nonsense,Sabrina Carpenter,492,675,6,-5.456,1,389,467,0.0,142,478,203.759,4
3EaJDYHA0KnX88JvDhL9oa,Last Night,Morgan Wallen,603,784,6,-4.023,1,62,446,8.32e-06,119,769,172.041,4
74X2u8JMVooG2QbjRxXwR8,Dark Red,Steve Lacy,697,0.82,5,-4.502,1,308,0.1,0.0,631,502,136.054,4
2Hh3ETdQKrmSI3QS0hme7g,Perfect Night,LE SSERAFIM,684,671,7,-4.392,0,464,189,2.37e-05,122,156,88.048,4
0u2P5u6lvoDfwTYjAADbn4,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",351,296,4,-10.109,0,333,934,0.0,95,0.12,115.284,4
58ge6dfP91o9oXMzq3XkIS,lovely (with Khalid),"Billie Eilish, Khalid",0.52,852,0,-5.866,1,543,237,5.79e-05,733,234,140.267,4
1RzjXhgnzqb3dMa5852itx,505,Arctic Monkeys,736,862,7,-4.136,0,333,464,0.0,904,799,145.001,3
0B7wvvmu9EISAwZnOpjhNI,LA PEOPLE,"Peso Pluma, Tito Double P",601,271,0,-8.688,1,403,937,0.0,144,411,145.494,4
3WMj8moIAXJhHsyLaqIIHI,When I Was Your Man,Bruno Mars,369,192,4,-12.151,0,0.04,555,8.35e-06,954,148,175.212,3
71BqAINEnezjQfxE4VuJfq,Something in the Orange,Zach Bryan,629,413,7,-13.178,1,55,345,7.62e-05,603,306,77.983,4
3tt9i3Hhzq84dPS8H7iSiJ,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,835,679,7,-5.329,0,364,583,1.98e-06,218,0.85,124.98,4
6rjuKpPydT2SxN15TZpV7r,La Bachata,Manuel Turizo,722,785,7,-5.451,0,763,942,0.0,119,529,122.986,4
3hxIUxnT27p5WcmjGUXNwx,500lbs,Lil Tecca,485,409,9,-10.711,0,101,325,0.0,103,376,138.419,4
5sdQOyqq2IDhvmx2lHOpwd,Shut up My Moms Calling,Hotel Ugly,776,817,5,-6.018,0,748,0.18,3.44e-05,146,515,149.921,4
"145sdQOyqq2IDhvmx2lHOpwd""",Super Shy,NewJeans,603,0.67,2,-3.882,0,249,408,1.68e-06,112,446,107.993,4
2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,787,686,6,-4.37,0,339,893,0.0,927,836,123.51,4
3VTNVsTTu05dmTsVFrmGpK,Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",271,551,2,-7.48,1,457,582,4.16e-05,256,428,78.111,4
54zcJnb3tp9c5OVKREZ1Is,MI EX TENÍA RAZÓN,KAROL G,634,725,5,-4.945,0,587,776,0.0,211,795,159.845,4
4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,575,648,10,-4.891,1,358,583,0.0,115,466,75.977,4
22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",633,927,2,-4.468,1,839,267,0.0,986,0.88,146.097,4
6I3mqTwhRpn34SLVafSH7G,Ghost,Justin Bieber,601,741,2,-5.569,1,478,185,2.91e-05,415,441,153.96,4
7F4tV8SiUy6itZTdAzdafO,penjaga hati,Nadhif Basalamah,509,359,2,-8.993,1,279,879,289,0.19,329,155.799,4
2O3MQ6H3gjrIWDcpeTrikT,"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande",495,896,11,-2.381,1,331,5,0.0,353,462,146.04,4
0dS2u2UFd88TIzDDaZDLvS,Here With Me,d4vd,574,469,4,-8.209,1,254,534,9.21e-05,128,288,132.023,4
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,573,902,6,-7.638,0,54,18,125,928,876,84.412,4
5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,"Kanye West, Dwele",639,628,6,-7.578,0,399,381,0.0,386,0.43,90.482,4
2InS5VWKJQbsFBKOsf1cJB,Let's Go 4,"Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7",782,631,10,-8.473,0,592,123,0.0,808,866,113.427,5
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,684,607,11,-8.127,0,0.1,267,307,191,498,81.001,4
3PIDciSFdrQxSQSihim3hN,Christmas (Baby Please Come Home),Mariah Carey,561,782,3,-7.444,1,317,22,0.0,109,704,127.148,4
6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,315,715,11,-8.072,0,362,125,7.97e-06,942,497,155.925,3
7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,484,731,1,-6.694,1,379,431,0.0,151,0.51,101.654,4
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",551,0.55,10,-5.339,1,286,777,0.0,202,342,101.19,3
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,609,692,1,-2.958,1,259,157,0.0,864,454,116.959,3
0YWUHZPJVg4iujddsJDwhM,My Only Wish (This Year),Britney Spears,669,843,0,-3.766,1,268,169,0.0,195,702,147.08,4
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,561,604,9,-4.409,1,337,199,1.9e-05,104,242,159.92,3
1zi7xx7UVEFkmKfv06H8x0,One Dance,"Drake, Wizkid, Kyla",792,625,1,-5.609,1,536,776,18,329,0.37,103.967,4
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,664,705,1,-4.972,0,382,654,0.0,118,477,122.016,4
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,635,841,5,-5.379,1,422,134,0.0,622,424,109.021,4
5wG3HvLhF6Y5KTGlK0IW3J,Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",571,549,1,-7.38,0,404,0.18,0.0,168,447,119.497,4
5qaEfEh1AtSdrdrByCP7qR,Demons,Imagine Dragons,505,0.71,3,-3.015,1,321,0.19,25,269,428,89.938,4
3xMHXmedL5Rvfxmiar9Ryv,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",575,845,0,-5.28,1,852,393,107,131,439,95.047,4
60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,556,864,3,-5.87,0,584,958,0.0,209,0.4,105.143,4
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,548,532,5,-7.596,1,323,186,263,217,405,85.03,4
3kx21xR6IboC9HVdajgBoc,SABOR FRESA,Fuerza Regida,778,864,7,-4.61,0,907,898,0.0,901,961,130.17,3
739WUU1tPFLO4x4HJq561K,Cupid - Twin Ver.,FIFTY FIFTY,783,592,11,-8.332,0,331,435,4.15e-06,347,726,120.018,4
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"Kendrick Lamar, Jay Rock",716,531,7,-7.355,1,122,703,0.0,224,344,71.994,4
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,0.68,826,0,-5.487,1,309,212,1.24e-05,543,644,118.051,4
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,599,448,8,-6.312,1,232,163,0.0,106,168,95.05,3
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,645,795,7,-12.095,1,527,347,389,104,535,112.067,4
